id	name	status
cpd00204	CO-e0	FALSE
cpd00528	N2-e0	FALSE
cpd11632	hn-e0	FALSE
cpd03662	n-Butanol-e0	FALSE
cpd00178	Acetone-e0	FALSE
cpd01618	1,3-Propanediol-e0	FALSE
cpd00018	AMP	FALSE
cpd00066	L-Phenylalanine	FALSE
cpd00249	Uridine	TRUE
cpd00393	Folate	FALSE
cpd04349	Lactulose-e0	FALSE
cpd03198	Melibiose-e0	FALSE
cpd00382	Melitose-e0	FALSE
cpd00396	L-Rhamnose-e0	FALSE
cpd00588	Sorbitol-e0	TRUE
cpd00076	Sucrose-e0	FALSE
cpd20885	cpd20885[e0]	FALSE
cpd00306	Xylitol-e0	TRUE
cpd00105	D-Ribose-e0	TRUE
cpd01030	Salicin-e0	FALSE
cpd00015	FAD-e0	FALSE
cpd00024	2-Oxoglutarate-e0	TRUE
cpd00059	L-Ascorbate-e0	FALSE
cpd00104	BIOT-e0	FALSE
cpd00136	4-Hydroxybenzoate-e0	FALSE
cpd00210	Taurine-e0	TRUE
cpd00356	cpd00356[e0]	FALSE
cpd00412	Deoxyuridine-e0	TRUE
cpd00573	L-Idonate-e0	TRUE
cpd00653	D-Galactonate-e0	FALSE
cpd01015	Cyanate-e0	FALSE
cpd01133	Stachyose-e0	FALSE
cpd01155	Cadaverine-e0	FALSE
cpd11451	mql7-e0	FALSE
cpd11606	Menaquinone 7-e0	FALSE
cpd17026	methymenaquinol 7-e0	FALSE
cpd17027	methylmenaquinone 7-e0	FALSE
cpd11683	cpd11683[e0]	FALSE
cpd00526	Cholate-e0	FALSE
cpd01663	Chenodiol-e0	FALSE
