id	name	status
cpd11976	Maltodextrin-e0	FALSE
cpd00133	Nicotinamide-e0	TRUE
cpd00153	Benzoate-e0	FALSE
cpd00210	Taurine-e0	FALSE
cpd00380	Itaconate-e0	FALSE
cpd00152	Agmatine-e0	TRUE
cpd00158	CELB-e0	FALSE
cpd00006	NADP-e0	TRUE
cpd00281	GABA-e0	TRUE
cpd00138	D-Mannose-e0	FALSE
cpd02733	Deoxycholate-e0	FALSE
cpd01354	beta-Lactose-e0	FALSE
cpd03808	Lacto-N-biose-e0	FALSE
cpd90008	Maltotridecaose-e0	FALSE
cpd90005	Maltooctaose-e0	FALSE
cpd90007	Maltohexaose-e0	FALSE
cpd90006	Maltoundecaose-e0	FALSE
cpd00526	Cholate-e0	FALSE
cpd02829	3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate-e0	FALSE
cpd01663	Chenodiol-e0	FALSE
cpd35610	3alpha-hydroxy-7-oxo-5beta-cholan-24-oate-e0	FALSE
cpd90020	Cellulose-e0	FALSE
cpd01981	5-Methylthio-D-ribose-e0	TRUE
cpd01861	(R)-1,2-Propanediol-e0	FALSE
cpd00453	1,2-Propanediol-e0	FALSE
cpd00071	Acetaldehyde-e0	TRUE
cpd00150	HCN-e0	FALSE
cpd08021	DMSO-e0	FALSE
cpd00450	Methyl sulfide-e0	FALSE
cpd00363	Ethanol-e0	TRUE
cpd00055	Formaldehyde-e0	FALSE
cpd00448	D-Glyceraldehyde-e0	TRUE
cpd00025	H2O2-e0	TRUE
cpd00239	H2S-e0	TRUE
cpd11640	H2-e0	FALSE
cpd00359	indol-e0	TRUE
cpd00659	Nitrous oxide-e0	FALSE
cpd00418	NO-e0	FALSE
cpd00371	Propanal-e0	FALSE
cpd00811	(CH3)3NO-e0	FALSE
cpd01024	Methane-e0	FALSE
cpd00204	CO-e0	FALSE
cpd00528	N2-e0	FALSE
cpd11632	hn-e0	FALSE
cpd03662	n-Butanol-e0	FALSE
cpd00178	Acetone-e0	FALSE
cpd01618	1,3-Propanediol-e0	FALSE
cpd00018	AMP	FALSE
cpd00066	L-Phenylalanine	TRUE
cpd00107	L-Leucine	TRUE
cpd00393	Folate	FALSE
cpd04349	Lactulose-e0	FALSE
cpd03198	Melibiose-e0	FALSE
cpd00382	Melitose-e0	FALSE
cpd00076	Sucrose-e0	FALSE
cpd20885	cpd20885[e0]	FALSE
cpd00306	Xylitol-e0	FALSE
cpd00160	cpd00160[e0]	FALSE
cpd00100	Glycerol-e0	TRUE
cpd00015	FAD-e0	FALSE
cpd00024	2-Oxoglutarate-e0	TRUE
cpd00059	L-Ascorbate-e0	FALSE
cpd00104	BIOT-e0	FALSE
cpd00136	4-Hydroxybenzoate-e0	TRUE
cpd00356	cpd00356[e0]	FALSE
cpd00573	L-Idonate-e0	FALSE
cpd00653	D-Galactonate-e0	FALSE
cpd01015	Cyanate-e0	FALSE
cpd01133	Stachyose-e0	FALSE
cpd01155	Cadaverine-e0	FALSE
cpd04098	Arsenite-e0	FALSE
cpd08305	crotonobetaine-e0	FALSE
cpd11683	cpd11683[e0]	FALSE
