#BGC Name	Family Number
HQB-174_c00001_NODE_1_...region001	294
HQB-410_c00006_NODE_6_...region002	294
HQB-458_Chr1.region005	294
HQB-491_c00001_NODE_1_...region002	294
HQB-107_c00015_NODE_15...region001	298
HQB-429_c00001_NODE_1_...region002	298
HQB-491_c00006_NODE_6_...region001	298
HQB-347_c00005_NODE_5_...region001	302
HQB-399_c00003_NODE_3_...region001	302
HQB-440_Chr1.region001	302
HQB-491_c00001_NODE_1_...region003	302
HQB-55_c00015_NODE_15...region001	302
HQB-150_c00010_NODE_10...region001	303
HQB-181_c00001_NODE_1_...region003	303
HQB-281_c00003_NODE_3_...region001	303
HQB-332_c00008_NODE_8_...region001	303
HQB-347_c00003_NODE_3_...region001	303
HQB-399_c00004_NODE_4_...region001	303
HQB-410_c00002_NODE_2_...region001	303
HQB-428_c00010_NODE_10...region001	303
HQB-429_c00002_NODE_2_...region001	303
HQB-476_NZ_CP016268.1.region002	303
HQB-55_c00022_NODE_22...region001	303
HQB-70_Chr1.region003	311
HQB-136_Chr1.region004	312
HQB-172_c00008_NODE_8_...region001	312
HQB-187_c00011_NODE_11...region001	312
HQB-226_Chr1.region001	312
HQB-240_Chr1.region001	312
HQB-34_c00004_NODE_4_...region001	312
HQB-476_NZ_CP016268.1.region004	312
HQB-75_c00003_NODE_3_...region001	312
HQB-86_c00001_NODE_1_...region001	317
HQB-355_Chr1.region002	321
HQB-86_c00003_NODE_3_...region001	321
HQB-226_Chr1.region003	324
HQB-86_c00013_NODE_13...region001	324
HQB-136_Chr1.region002	325
HQB-162_Chr1.region003	325
HQB-410_c00003_NODE_3_...region001	325
HQB-46_Chr1.region002	325
HQB-5_region004	325
HQB-88_c00001_NODE_1_...region001	325
HQB-294_c00009_NODE_9_...region001	328
HQB-458_Chr1.region009	328
HQB-46_Chr1.region001	328
HQB-88_c00009_NODE_9_...region001	328
HQB-162_Chr1.region004	329
HQB-428_c00020_NODE_20...region001	329
HQB-46_Chr1.region003	329
HQB-5_region003	329
HQB-76_c00004_NODE_4_...region001	329
HQB-86_c00002_NODE_2_...region001	329
HQB-88_c00008_NODE_8_...region001	329
HQB-90_c00001_NODE_1_...region001	329
HQB-162_Chr1.region006	330
HQB-200_c00005_NODE_5_...region003	330
HQB-281_c00002_NODE_2_...region001	330
HQB-281_c00002_NODE_2_...region002	330
HQB-46_Chr1.region004	330
HQB-491_c00001_NODE_1_...region001	330
HQB-498_c00004_NODE_4_...region001	330
HQB-5_region001	330
HQB-76_c00003_NODE_3_...region001	330
HQB-86_c00001_NODE_1_...region003	330
HQB-88_c00003_NODE_3_...region001	330
HQB-90_c00003_NODE_3_...region001	330
HQB-76_c00001_NODE_1_...region001	331
HQB-86_c00001_NODE_1_...region002	331
HQB-90_c00003_NODE_3_...region002	331
HQB-226_Chr1.region002	332
HQB-39_c00013_NODE_13...region001	332
HQB-90_c00007_NODE_7_...region001	332
HQB-136_Chr1.region001	333
HQB-138_c00023_NODE_23...region001	333
HQB-34_c00008_NODE_8_...region001	333
HQB-410_c00007_NODE_7_...region001	333
HQB-429_c00001_NODE_1_...region001	333
HQB-440_Chr1.region002	333
HQB-491_c00004_NODE_4_...region002	333
HQB-5_region005	333
HQB-70_Chr1.region001	333
HQB-76_c00014_NODE_14...region001	333
HQB-86_c00005_NODE_5_...region001	333
HQB-90_c00009_NODE_9_...region001	333
HQB-162_Chr1.region001	334
HQB-70_Chr1.region002	334
HQB-86_c00010_NODE_10...region001	334
HQB-90_c00010_NODE_10...region001	334
HQB-150_c00049_NODE_49...region001	335
HQB-22_c00002_NODE_2_...region001	335
HQB-345_c00001_NODE_1_...region001	335
HQB-39_c00011_NODE_11...region001	335
HQB-91_c00001_NODE_1_...region001	335
HQB-152_Chr1.region006	336
HQB-267_c00003_NODE_3_...region002	336
HQB-345_c00002_NODE_2_...region001	336
HQB-91_c00002_NODE_2_...region001	336
HQB-34_c00005_NODE_5_...region001	337
HQB-410_c00002_NODE_2_...region002	337
HQB-491_c00004_NODE_4_...region001	337
HQB-91_c00003_NODE_3_...region001	337
HQB-123_c00002_NODE_2_...region001	338
HQB-162_Chr1.region002	338
HQB-21_c00001_NODE_1_...region001	338
HQB-399_c00001_NODE_1_...region002	338
HQB-484_c00007_NODE_7_...region001	338
HQB-5_region002	338
HQB-91_c00004_NODE_4_...region001	338
HQB-94_c00006_NODE_6_...region001	339
HQB-10_region006	340
HQB-118_c00002_NODE_2_...region002	340
HQB-181_c00003_NODE_3_...region001	340
HQB-94_c00009_NODE_9_...region001	340
HQB-127_c00004_NODE_4_...region002	341
HQB-138_c00002_NODE_2_...region002	341
HQB-484_c00001_NODE_1_...region002	341
HQB-94_c00019_NODE_19...region001	341
HQB-99_c00001_NODE_1_...region001	342
HQB-138_c00004_NODE_4_...region001	343
HQB-200_c00010_NODE_10...region001	343
HQB-99_c00001_NODE_1_...region002	343
HQB-118_c00003_NODE_3_...region001	344
HQB-127_c00001_NODE_1_...region002	344
HQB-181_c00003_NODE_3_...region002	344
HQB-361_c00001_NODE_1_...region001	344
HQB-99_c00001_NODE_1_...region003	344
HQB-181_c00001_NODE_1_...region002	345
HQB-181_c00003_NODE_3_...region004	345
HQB-279_c00005_NODE_5_...region001	345
HQB-423_c00004_NODE_4_...region001	345
HQB-99_c00002_NODE_2_...region001	345
HQB-118_c00001_NODE_1_...region002	346
HQB-99_c00002_NODE_2_...region002	346
HQB-127_c00006_NODE_6_...region002	347
HQB-99_c00002_NODE_2_...region003	347
HQB-10_region005	348
HQB-200_c00003_NODE_3_...region001	348
HQB-240_Chr1.region002	348
HQB-99_c00014_NODE_14...region001	348
HQB-107_c00009_NODE_9_...region001	350
HQB-127_c00011_NODE_11...region001	350
HQB-138_c00001_NODE_1_...region001	350
HQB-171_c00001_NODE_1_...region001	350
HQB-174_c00009_NODE_9_...region001	350
HQB-177_c00008_NODE_8_...region002	350
HQB-200_c00005_NODE_5_...region005	350
HQB-345_c00007_NODE_7_...region001	350
HQB-39_c00002_NODE_2_...region001	350
HQB-458_Chr1.region001	350
HQB-55_c00003_NODE_3_...region001	350
OP50_c00001_NZ_CP05...region002	350
