#BGC Name	Family Number
HQB-21_c00003_NODE_3_...region001	144
HQB-22_c00002_NODE_2_...region002	144
HQB-458_Chr1.region009	144
HQB-91_c00002_NODE_2_...region001	144
HQB-138_c00005_NODE_5_...region001	153
HQB-200_c00002_NODE_2_...region003	153
HQB-267_c00003_NODE_3_...region001	153
HQB-281_c00001_NODE_1_...region002	153
HQB-428_c00007_NODE_7_...region001	153
HQB-267_c00006_NODE_6_...region003	159
HQB-267_c00020_NODE_20...region001	160
HQB-281_c00002_NODE_2_...region001	169
HQB-281_c00003_NODE_3_...region001	171
HQB-177_c00004_NODE_4_...region001	173
HQB-279_c00004_NODE_4_...region001	173
HQB-294_c00002_NODE_2_...region001	173
HQB-323_Chr1.region001	173
HQB-294_c00009_NODE_9_...region001	174
HQB-323_Chr1.region003	177
HQB-325_c00033_NODE_33...region001	186
HQB-107_c00007_NODE_7_...region001	202
HQB-281_c00001_NODE_1_...region001	202
HQB-347_c00003_NODE_3_...region002	202
HQB-34_c00005_NODE_5_...region001	205
HQB-281_c00002_NODE_2_...region002	212
HQB-361_c00003_NODE_3_...region001	212
HQB-372_c00001_NODE_1_...region001	212
HQB-473_c00002_NODE_2_...region001	212
HQB-361_c00002_NODE_2_...region001	213
HQB-372_c00016_NODE_16...region001	213
HQB-440_Chr1.region004	213
HQB-399_c00001_NODE_1_...region001	214
HQB-39_c00007_NODE_7_...region001	219
HQB-150_c00010_NODE_10...region001	223
HQB-267_c00003_NODE_3_...region002	223
HQB-332_c00008_NODE_8_...region001	223
HQB-345_c00002_NODE_2_...region001	223
HQB-410_c00002_NODE_2_...region001	223
HQB-476_NZ_CP016268.1.region002	223
HQB-410_c00002_NODE_2_...region002	224
HQB-152_Chr1.region006	242
HQB-347_c00003_NODE_3_...region001	242
HQB-399_c00004_NODE_4_...region001	242
HQB-428_c00010_NODE_10...region001	242
HQB-429_c00002_NODE_2_...region001	242
HQB-55_c00022_NODE_22...region001	242
HQB-429_c00007_NODE_7_...region001	243
HQB-429_c00001_NODE_1_...region001	245
HQB-440_Chr1.region002	245
HQB-440_Chr1.region003	246
HQB-325_c00012_NODE_12...region001	251
HQB-452_c00006_NODE_6_...region001	251
HQB-464_c00006_NODE_6_...region001	251
HQB-465_Chr1.region004	251
HQB-498_c00004_NODE_4_...region001	251
HQB-458_Chr1.region003	254
HQB-458_Chr1.region007	258
HQB-476_NZ_CP016268.1.region001	283
HQB-491_c00004_NODE_4_...region001	296
HQB-136_Chr1.region002	318
HQB-162_Chr1.region003	318
HQB-46_Chr1.region002	318
HQB-5_region004	318
HQB-76_c00001_NODE_1_...region001	318
HQB-86_c00001_NODE_1_...region002	318
HQB-88_c00001_NODE_1_...region001	318
HQB-90_c00003_NODE_3_...region002	318
HQB-136_Chr1.region001	333
HQB-150_c00049_NODE_49...region001	333
HQB-5_region005	333
HQB-76_c00014_NODE_14...region001	333
HQB-86_c00005_NODE_5_...region001	333
HQB-90_c00009_NODE_9_...region001	333
HQB-94_c00006_NODE_6_...region001	339
HQB-10_region006	340
HQB-118_c00002_NODE_2_...region002	340
HQB-181_c00003_NODE_3_...region001	340
HQB-94_c00009_NODE_9_...region001	340
HQB-118_c00001_NODE_1_...region002	346
HQB-99_c00002_NODE_2_...region002	346
