#BGC Name	Family Number
HQB-281_c00002_NODE_2_...region001	169
HQB-281_c00002_NODE_2_...region002	170
HQB-281_c00003_NODE_3_...region001	171
HQB-177_c00004_NODE_4_...region001	173
HQB-279_c00004_NODE_4_...region001	173
HQB-294_c00002_NODE_2_...region001	173
HQB-323_Chr1.region001	173
HQB-294_c00009_NODE_9_...region001	174
HQB-323_Chr1.region003	177
HQB-325_c00012_NODE_12...region001	183
HQB-452_c00006_NODE_6_...region001	183
HQB-465_Chr1.region004	183
HQB-325_c00033_NODE_33...region001	186
HQB-332_c00008_NODE_8_...region001	190
HQB-345_c00002_NODE_2_...region001	195
HQB-347_c00003_NODE_3_...region001	201
HQB-347_c00003_NODE_3_...region002	202
HQB-34_c00005_NODE_5_...region001	205
HQB-34_c00008_NODE_8_...region001	206
HQB-361_c00001_NODE_1_...region001	209
HQB-361_c00002_NODE_2_...region001	210
HQB-361_c00003_NODE_3_...region001	212
HQB-372_c00001_NODE_1_...region001	212
HQB-473_c00002_NODE_2_...region001	212
HQB-372_c00016_NODE_16...region001	213
HQB-399_c00001_NODE_1_...region001	214
HQB-399_c00001_NODE_1_...region002	215
HQB-399_c00004_NODE_4_...region001	217
HQB-39_c00007_NODE_7_...region001	219
HQB-111_c00019_NODE_19...region001	220
HQB-150_c00049_NODE_49...region001	220
HQB-19_NODE_16...region001	220
HQB-22_c00002_NODE_2_...region001	220
HQB-39_c00011_NODE_11...region001	220
HQB-410_c00002_NODE_2_...region001	223
HQB-410_c00002_NODE_2_...region002	224
HQB-410_c00007_NODE_7_...region001	229
HQB-410_c00009_NODE_9_...region001	230
HQB-428_c00007_NODE_7_...region001	237
HQB-428_c00010_NODE_10...region001	238
HQB-429_c00001_NODE_1_...region001	240
HQB-429_c00001_NODE_1_...region002	241
HQB-429_c00002_NODE_2_...region001	242
HQB-55_c00022_NODE_22...region001	242
HQB-429_c00007_NODE_7_...region001	243
HQB-440_Chr1.region002	245
HQB-440_Chr1.region003	246
HQB-440_Chr1.region004	247
HQB-458_Chr1.region003	254
HQB-458_Chr1.region007	258
HQB-458_Chr1.region009	260
HQB-464_c00006_NODE_6_...region001	270
HQB-476_NZ_CP016268.1.region001	283
HQB-476_NZ_CP016268.1.region002	284
HQB-491_c00001_NODE_1_...region001	293
HQB-491_c00004_NODE_4_...region001	296
HQB-107_c00015_NODE_15...region001	298
HQB-491_c00006_NODE_6_...region001	298
HQB-498_c00004_NODE_4_...region001	300
HQB-5_region002	305
HQB-70_Chr1.region001	309
HQB-136_Chr1.region001	316
HQB-5_region005	316
HQB-76_c00014_NODE_14...region001	316
HQB-86_c00005_NODE_5_...region001	316
HQB-90_c00009_NODE_9_...region001	316
HQB-136_Chr1.region002	318
HQB-162_Chr1.region003	318
HQB-46_Chr1.region002	318
HQB-5_region004	318
HQB-76_c00001_NODE_1_...region001	318
HQB-86_c00001_NODE_1_...region002	318
HQB-88_c00001_NODE_1_...region001	318
HQB-90_c00003_NODE_3_...region002	318
HQB-162_Chr1.region006	319
HQB-46_Chr1.region004	319
HQB-5_region001	319
HQB-76_c00003_NODE_3_...region001	319
HQB-86_c00001_NODE_1_...region003	319
HQB-88_c00003_NODE_3_...region001	319
HQB-90_c00003_NODE_3_...region001	319
HQB-91_c00002_NODE_2_...region001	336
HQB-91_c00003_NODE_3_...region001	337
HQB-91_c00004_NODE_4_...region001	338
HQB-94_c00006_NODE_6_...region001	339
HQB-94_c00009_NODE_9_...region001	340
HQB-99_c00001_NODE_1_...region003	344
HQB-99_c00002_NODE_2_...region002	346
