#BGC Name	Family Number
HQB-440_Chr1.region004	247
HQB-325_c00012_NODE_12...region001	251
HQB-452_c00006_NODE_6_...region001	251
HQB-464_c00006_NODE_6_...region001	251
HQB-465_Chr1.region004	251
HQB-498_c00004_NODE_4_...region001	251
HQB-458_Chr1.region003	254
HQB-458_Chr1.region007	258
HQB-458_Chr1.region009	260
HQB-476_NZ_CP016268.1.region001	283
HQB-491_c00004_NODE_4_...region001	296
HQB-5_region002	305
HQB-136_Chr1.region002	318
HQB-162_Chr1.region003	318
HQB-46_Chr1.region002	318
HQB-5_region004	318
HQB-76_c00001_NODE_1_...region001	318
HQB-86_c00001_NODE_1_...region002	318
HQB-88_c00001_NODE_1_...region001	318
HQB-90_c00003_NODE_3_...region002	318
HQB-162_Chr1.region006	319
HQB-46_Chr1.region004	319
HQB-5_region001	319
HQB-76_c00003_NODE_3_...region001	319
HQB-86_c00001_NODE_1_...region003	319
HQB-88_c00003_NODE_3_...region001	319
HQB-90_c00003_NODE_3_...region001	319
HQB-136_Chr1.region001	333
HQB-150_c00049_NODE_49...region001	333
HQB-5_region005	333
HQB-76_c00014_NODE_14...region001	333
HQB-86_c00005_NODE_5_...region001	333
HQB-90_c00009_NODE_9_...region001	333
HQB-91_c00003_NODE_3_...region001	337
HQB-91_c00004_NODE_4_...region001	338
HQB-94_c00006_NODE_6_...region001	339
HQB-10_region006	340
HQB-118_c00002_NODE_2_...region002	340
HQB-181_c00003_NODE_3_...region001	340
HQB-94_c00009_NODE_9_...region001	340
HQB-99_c00002_NODE_2_...region002	346
