#BGC Name	Family Number
HQB-410_c00009_NODE_9_...region001	230
HQB-138_c00005_NODE_5_...region001	237
HQB-200_c00002_NODE_2_...region003	237
HQB-267_c00003_NODE_3_...region001	237
HQB-281_c00001_NODE_1_...region002	237
HQB-428_c00007_NODE_7_...region001	237
HQB-440_Chr1.region003	246
HQB-138_c00016_NODE_16...region001	254
HQB-458_Chr1.region003	254
HQB-325_c00012_NODE_12...region001	274
HQB-452_c00006_NODE_6_...region001	274
HQB-458_Chr1.region007	274
HQB-464_c00006_NODE_6_...region001	274
HQB-465_Chr1.region004	274
HQB-127_c00003_NODE_3_...region002	280
HQB-150_c00014_NODE_14...region001	280
HQB-345_c00006_NODE_6_...region001	280
HQB-410_c00009_NODE_9_...region002	280
HQB-429_c00007_NODE_7_...region001	280
HQB-440_Chr1.region004	280
HQB-471_c00013_NODE_13...region001	280
HQB-127_c00001_NODE_1_...region001	282
HQB-181_c00001_NODE_1_...region001	282
HQB-281_c00002_NODE_2_...region002	282
HQB-361_c00003_NODE_3_...region001	282
HQB-372_c00001_NODE_1_...region001	282
HQB-473_c00002_NODE_2_...region001	282
HQB-476_NZ_CP016268.1.region001	283
HQB-107_c00015_NODE_15...region001	298
HQB-429_c00001_NODE_1_...region002	298
HQB-491_c00006_NODE_6_...region001	298
HQB-150_c00010_NODE_10...region001	303
HQB-181_c00001_NODE_1_...region003	303
HQB-332_c00008_NODE_8_...region001	303
HQB-347_c00003_NODE_3_...region001	303
HQB-399_c00004_NODE_4_...region001	303
HQB-410_c00002_NODE_2_...region001	303
HQB-428_c00010_NODE_10...region001	303
HQB-429_c00002_NODE_2_...region001	303
HQB-458_Chr1.region009	303
HQB-476_NZ_CP016268.1.region002	303
HQB-55_c00022_NODE_22...region001	303
HQB-162_Chr1.region006	330
HQB-200_c00005_NODE_5_...region003	330
HQB-281_c00002_NODE_2_...region001	330
HQB-46_Chr1.region004	330
HQB-491_c00001_NODE_1_...region001	330
HQB-498_c00004_NODE_4_...region001	330
HQB-5_region001	330
HQB-76_c00003_NODE_3_...region001	330
HQB-86_c00001_NODE_1_...region003	330
HQB-88_c00003_NODE_3_...region001	330
HQB-90_c00003_NODE_3_...region001	330
HQB-136_Chr1.region002	331
HQB-162_Chr1.region003	331
HQB-46_Chr1.region002	331
HQB-5_region004	331
HQB-76_c00001_NODE_1_...region001	331
HQB-86_c00001_NODE_1_...region002	331
HQB-88_c00001_NODE_1_...region001	331
HQB-90_c00003_NODE_3_...region002	331
HQB-136_Chr1.region001	333
HQB-34_c00008_NODE_8_...region001	333
HQB-429_c00001_NODE_1_...region001	333
HQB-440_Chr1.region002	333
HQB-491_c00004_NODE_4_...region002	333
HQB-5_region005	333
HQB-70_Chr1.region001	333
HQB-76_c00014_NODE_14...region001	333
HQB-86_c00005_NODE_5_...region001	333
HQB-90_c00009_NODE_9_...region001	333
HQB-150_c00049_NODE_49...region001	335
HQB-22_c00002_NODE_2_...region001	335
HQB-345_c00001_NODE_1_...region001	335
HQB-39_c00011_NODE_11...region001	335
HQB-410_c00007_NODE_7_...region001	335
HQB-91_c00001_NODE_1_...region001	335
HQB-152_Chr1.region006	336
HQB-21_c00003_NODE_3_...region001	336
HQB-267_c00003_NODE_3_...region002	336
HQB-281_c00003_NODE_3_...region001	336
HQB-345_c00002_NODE_2_...region001	336
HQB-91_c00002_NODE_2_...region001	336
HQB-34_c00005_NODE_5_...region001	337
HQB-410_c00002_NODE_2_...region002	337
HQB-491_c00004_NODE_4_...region001	337
HQB-91_c00003_NODE_3_...region001	337
HQB-123_c00002_NODE_2_...region001	338
HQB-162_Chr1.region002	338
HQB-21_c00001_NODE_1_...region001	338
HQB-399_c00001_NODE_1_...region002	338
HQB-5_region002	338
HQB-91_c00004_NODE_4_...region001	338
HQB-94_c00006_NODE_6_...region001	339
HQB-10_region006	340
HQB-118_c00002_NODE_2_...region002	340
HQB-181_c00003_NODE_3_...region001	340
HQB-94_c00009_NODE_9_...region001	340
HQB-118_c00003_NODE_3_...region001	344
HQB-127_c00001_NODE_1_...region002	344
HQB-181_c00003_NODE_3_...region002	344
HQB-361_c00001_NODE_1_...region001	344
HQB-99_c00001_NODE_1_...region003	344
HQB-118_c00001_NODE_1_...region002	346
HQB-99_c00002_NODE_2_...region002	346
